customer_region,customer_age,vendor_count,product_count,chain_orders,first_order,last_order,last_promo,payment_method,CUI_American,CUI_Asian,CUI_Beverages,CUI_Cafe,CUI_Chicken Dishes,CUI_Chinese,CUI_Desserts,CUI_Healthy,CUI_Indian,CUI_Italian,CUI_Japanese,CUI_Noodle Dishes,CUI_OTHER,CUI_Street Food / Snacks,CUI_Thai,DOW_0,DOW_1,DOW_2,DOW_3,DOW_4,DOW_5,DOW_6,HR_1,HR_2,HR_3,HR_4,HR_5,HR_6,HR_7,HR_8,HR_9,HR_10,HR_11,HR_12,HR_13,HR_14,HR_15,HR_16,HR_17,HR_18,HR_19,HR_20,HR_21,HR_22,HR_23,total_cui_spending,total_orders,generation,health_index,weekend_orders,weekday_orders,orders_dawn,orders_morning,orders_afternoon,orders_evening,order_recency,avg_daily_orders,avg_order_value,promo_used,chain_orders_prop,city,cui_asian_spending,cui_western_spending,cui_other_spending,main_dishes_spending,snacks_beverages_spending
2360,25,18,79,30,0,86,DELIVERY,CARD,0.0,20.64,27.99,15.53,6.24,18.43,0.0,209.81,0.0,0.0,0.0,21.42,63.49,0.0,4.84,4,4,8,3,8,11,9,0,0,0,0,0,0,0,0,0,4,2,8,1,6,10,9,4,2,1,0,0,0,0,388.39,47,Gen_Z,0.540204433687788,13,34,0,6,38,3,0.9555555555555556,0.5222222222222223,8.263617021276595,1,0.6382978723404256,2,43.91,0.0,63.49,107.4,43.519999999999996
4660,26,15,54,33,0,86,NOPROMO,CARD,94.67,6.45,0.0,196.6,0.0,0.0,0.0,0.0,0.0,31.05,0.0,0.0,43.82,17.82,0.0,6,4,6,6,7,5,8,0,0,0,0,0,0,0,0,3,9,11,0,2,1,2,4,6,4,0,0,0,0,0,390.41,42,Millennials,0.0,14,28,0,23,15,4,0.9555555555555556,0.4666666666666667,9.29547619047619,0,0.7857142857142857,4,6.45,125.72,43.82,175.99,214.42
4660,34,8,40,28,0,86,NOPROMO,CARD,8.22,1.87,0.0,0.0,0.0,0.0,0.0,154.24,0.0,0.0,0.0,0.0,49.05,0.0,1.5,6,11,4,10,3,1,2,0,0,0,0,0,0,0,1,7,6,5,0,0,3,5,5,5,0,0,0,0,0,0,214.88,37,Millennials,0.7177959791511542,8,29,0,19,18,0,0.9555555555555556,0.4111111111111111,5.807567567567568,0,0.7567567567567568,4,3.37,8.22,49.05,60.64,0.0
4660,26,14,70,9,0,86,NOPROMO,CARD,12.56,192.28,0.0,0.0,3.64,113.58,0.0,0.0,30.28,0.0,20.04,0.0,75.79,0.0,0.0,9,13,6,10,6,8,11,0,0,0,0,0,0,0,0,4,17,5,0,1,0,5,13,14,4,0,0,0,0,0,448.1700000000001,63,Millennials,0.0,20,43,0,26,33,4,0.9555555555555556,0.7,7.113809523809525,0,0.14285714285714285,4,356.18000000000006,12.56,75.79,444.5300000000001,0.0
2360,28,25,53,37,0,86,NOPROMO,CARD,3.7,8.93,0.0,0.0,0.0,7.46,0.0,26.85,7.33,24.32,0.0,21.33,71.24,3.72,0.0,6,13,7,5,4,4,8,1,0,0,0,0,0,0,1,0,0,1,2,2,1,3,1,0,11,16,4,0,1,3,174.88,47,Millennials,0.15353385178408052,14,33,1,2,9,35,0.9555555555555556,0.5222222222222223,3.720851063829787,0,0.7872340425531915,2,23.72,28.02,71.24,122.97999999999999,3.72
4660,27,14,44,18,0,87,DISCOUNT,CARD,104.39,37.79,0.0,0.0,0.0,0.0,0.0,44.33,0.0,2.93,0.0,0.0,69.37,0.0,11.69,3,3,4,4,3,6,10,1,0,0,0,0,0,0,1,0,1,1,1,3,2,3,5,7,4,2,2,0,0,0,270.5,33,Millennials,0.16388170055452864,13,20,1,3,21,8,0.9666666666666667,0.36666666666666664,8.196969696969697,1,0.5454545454545454,4,49.48,107.32000000000001,69.37,226.17000000000002,0.0
4660,25,7,53,9,0,87,NOPROMO,CARD,15.55,119.73,0.0,0.0,0.0,0.0,0.0,0.0,6.53,12.63,240.16,0.0,21.18,0.0,0.0,5,3,4,3,2,3,6,0,0,0,0,0,0,0,0,2,6,5,2,0,1,1,2,3,4,0,0,0,0,0,415.78000000000003,26,Gen_Z,0.0,11,15,0,13,9,4,0.9666666666666667,0.28888888888888886,15.991538461538463,0,0.34615384615384615,4,366.41999999999996,28.18,21.18,415.78,0.0
4660,38,23,45,18,0,87,FREEBIE,CARD,34.48,10.46,0.0,75.07,0.0,0.0,0.0,7.15,0.0,62.48,0.0,0.0,75.21,4.46,0.0,2,4,3,5,7,5,12,0,0,0,0,0,0,1,0,0,1,4,3,2,0,13,13,1,0,0,0,0,0,0,269.30999999999995,38,Millennials,0.026549329768668084,14,24,0,6,32,0,0.9666666666666667,0.4222222222222222,7.087105263157893,1,0.47368421052631576,4,10.46,96.96,75.21,182.63,79.52999999999999
2360,26,25,84,65,0,87,NOPROMO,DIGI,8.51,0.57,2.7,66.24,0.0,56.69,23.47,0.0,0.0,37.27,34.63,0.0,39.78,0.0,0.0,11,8,7,14,7,15,7,0,0,0,0,0,0,0,3,7,6,5,5,4,4,1,3,6,11,7,6,1,0,0,269.86,69,Millennials,0.0,18,51,0,21,23,25,0.9666666666666667,0.7666666666666667,3.9110144927536235,0,0.9420289855072463,2,91.89,45.78,39.78,177.45,92.41
4660,25,7,29,8,0,87,NOPROMO,CARD,6.57,0.0,0.0,26.08,0.0,0.0,0.0,0.0,61.0,39.31,0.0,0.0,37.07,0.0,0.0,1,1,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,1,2,7,0,1,5,1,4,2,1,0,1,0,170.03,25,Gen_Z,0.0,4,21,0,1,16,8,0.9666666666666667,0.2777777777777778,6.8012,0,0.32,4,61.0,45.88,37.07,143.95,26.08
2360,31,2,79,0,0,87,DISCOUNT,DIGI,0.0,0.0,0.0,0.0,0.0,435.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,8,8,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,6,1,0,435.64,47,Millennials,0.0,14,33,0,0,0,47,0.9666666666666667,0.5222222222222223,9.268936170212765,1,0.0,2,435.64,0.0,0.0,435.64,0.0
8670,26,8,22,2,0,87,NOPROMO,CARD,6.22,72.05,0.0,0.0,0.0,0.0,36.53,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,5,1,0,2,5,0,0,4,7,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,208.3,16,Millennials,0.44887181949111854,5,11,12,3,1,0,0.9666666666666667,0.17777777777777778,13.01875,0,0.125,8,72.05,6.22,0.0,78.27,36.53
2360,25,9,41,25,0,87,NOPROMO,CARD,0.0,0.0,7.38,0.0,0.0,0.0,0.0,0.63,131.09,0.0,0.0,0.0,5.06,0.0,2.04,4,3,7,2,2,5,8,0,0,0,0,0,0,0,0,1,4,2,1,2,1,0,1,3,7,7,2,0,0,0,146.2,31,Gen_Z,0.0043091655266757865,12,19,0,7,8,16,0.9666666666666667,0.34444444444444444,4.716129032258064,0,0.8064516129032258,2,133.13,0.0,5.06,138.19,7.38
4660,29,4,46,0,0,87,NOPROMO,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.24,0.0,0.0,0.0,0.0,0.0,1,3,5,5,5,5,8,0,0,0,0,0,0,1,0,4,8,2,3,1,1,8,0,1,0,0,3,0,0,0,258.24,32,Millennials,0.0,9,23,0,15,14,3,0.9666666666666667,0.35555555555555557,8.07,0,0.0,4,0.0,258.24,0.0,258.24,0.0
8670,22,14,33,6,0,87,NOPROMO,DIGI,30.31,68.12,6.02,0.0,0.0,0.0,67.47,0.0,0.0,0.0,12.31,0.0,0.0,120.68,0.0,2,3,4,4,1,4,7,4,5,6,3,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,304.91,25,Gen_Z,0.0,9,16,19,6,0,0,0.9666666666666667,0.2777777777777778,12.1964,0,0.24,8,80.43,30.31,0.0,110.74000000000001,194.17000000000002
4660,54,9,28,14,0,87,NOPROMO,CARD,0.0,67.87,0.0,37.96,0.0,0.0,0.0,0.0,75.5,0.0,10.92,0.0,18.92,0.0,9.3,1,3,8,3,4,1,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,2,4,3,0,0,0,0,0,220.47000000000003,23,Gen_X,0.0,4,19,0,12,8,3,0.9666666666666667,0.25555555555555554,9.585652173913045,0,0.6086956521739131,4,163.59,0.0,18.92,182.51,37.96
2440,27,18,41,18,0,87,NOPROMO,CARD,15.99,0.0,0.0,0.0,18.22,0.0,20.7,0.0,8.3,5.18,0.0,21.74,21.44,0.0,0.0,7,4,5,4,3,3,7,0,0,0,0,0,0,2,0,3,6,3,1,0,0,1,1,2,1,6,2,5,0,0,111.56999999999998,33,Millennials,0.0,14,19,0,14,5,14,0.9666666666666667,0.36666666666666664,3.3809090909090904,0,0.5454545454545454,2,8.3,21.17,21.44,50.91,20.7
4660,21,7,24,9,0,87,NOPROMO,CARD,49.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.59,0.0,0.0,0.0,52.86,0.0,1,5,3,4,3,3,2,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1,2,0,4,4,2,2,0,0,135.16000000000003,21,Gen_Z,0.0,3,18,0,5,4,12,0.9666666666666667,0.23333333333333334,6.436190476190477,0,0.42857142857142855,4,0.0,82.30000000000001,0.0,82.30000000000001,52.86
2440,26,18,66,31,0,88,NOPROMO,CARD,0.0,0.0,5.94,0.0,56.44,90.81,0.0,0.0,0.0,0.0,24.52,6.42,3.45,0.0,30.73,3,2,7,8,8,9,7,0,0,0,0,0,0,1,0,0,2,0,4,6,2,0,1,2,2,21,3,0,0,0,218.30999999999997,44,Millennials,0.0,10,34,0,3,15,26,0.9777777777777777,0.4888888888888889,4.9615909090909085,0,0.7045454545454546,2,146.06,0.0,3.45,149.51,5.94
8670,32,11,37,32,0,88,DISCOUNT,DIGI,37.49,42.43,156.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.16,0.0,0.0,11.95,0.0,6,6,2,7,4,2,8,1,12,6,4,2,4,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,274.26,35,Millennials,0.0,14,21,25,6,3,0,0.9777777777777777,0.3888888888888889,7.835999999999999,1,0.9142857142857143,8,68.59,37.49,0.0,106.08000000000001,168.17999999999998
2360,30,28,57,38,0,88,NOPROMO,CARD,8.26,14.26,4.51,0.0,25.11,52.53,0.0,0.0,0.0,2.36,4.72,45.34,26.99,0.0,1.24,7,6,6,10,5,3,5,0,0,0,0,0,0,0,1,6,4,3,3,1,0,2,2,5,4,2,1,4,2,1,185.32000000000002,42,Millennials,0.0,12,30,0,14,13,14,0.9777777777777777,0.4666666666666667,4.4123809523809525,0,0.9047619047619048,2,72.75,10.62,26.99,110.36,4.51
4660,22,10,33,23,0,88,NOPROMO,CARD,12.29,28.2,0.0,82.18,0.0,0.0,0.0,0.0,0.0,15.04,74.72,0.0,0.0,0.0,0.0,2,0,2,4,3,10,3,0,0,0,0,0,1,5,6,4,3,0,1,1,1,0,0,2,0,0,0,0,0,0,212.43,24,Gen_Z,0.0,5,19,0,19,5,0,0.9777777777777777,0.26666666666666666,8.85125,0,0.9583333333333334,4,102.92,27.33,0.0,130.25,82.18
4660,29,6,30,11,0,88,DELIVERY,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.25,8.77,53.41,0.0,99.0,0.0,0.0,3,3,3,4,1,5,2,0,0,0,0,0,0,0,0,3,6,3,0,1,2,3,2,1,0,0,0,0,0,0,214.43,21,Millennials,0.0,5,16,0,12,9,0,0.9777777777777777,0.23333333333333334,10.210952380952381,1,0.5238095238095238,4,106.66,8.77,99.0,214.43,0.0
4660,35,13,58,45,0,88,NOPROMO,CASH,110.31,84.46,0.0,53.96,0.0,0.0,0.0,53.02,0.0,7.85,0.0,0.0,19.51,0.0,4.99,8,8,9,7,6,5,9,0,0,0,0,0,1,0,3,6,2,7,8,6,4,1,9,3,1,1,0,0,0,0,334.1,52,Millennials,0.1586950014965579,17,35,0,19,31,2,0.9777777777777777,0.5777777777777777,6.425000000000001,0,0.8653846153846154,4,89.44999999999999,118.16,19.51,227.11999999999998,53.96
2360,20,32,83,47,0,88,NOPROMO,DIGI,13.37,47.62,29.54,0.0,15.48,159.08,0.0,0.0,14.79,0.0,9.29,34.11,0.0,4.15,3.13,5,9,9,10,7,5,12,1,0,0,0,0,0,2,7,4,4,7,2,5,1,0,1,3,7,3,4,1,3,1,330.56000000000006,57,Gen_Z,0.0,17,40,1,24,12,19,0.9777777777777777,0.6333333333333333,5.799298245614036,0,0.8245614035087719,2,233.91,13.37,0.0,247.28,33.69
2360,22,9,39,27,0,88,NOPROMO,CARD,0.0,0.0,40.92,0.0,6.33,0.0,0.0,3.24,76.02,8.42,0.0,0.0,0.0,0.0,13.34,7,1,2,7,4,3,3,0,0,0,0,0,1,0,1,0,3,6,0,3,2,0,0,2,3,1,2,1,1,0,148.26999999999998,27,Gen_Z,0.021852026708032646,10,17,0,11,7,8,0.9777777777777777,0.3,5.491481481481481,0,1.0,2,89.36,8.42,0.0,97.78,40.92
2360,20,41,110,73,0,88,DELIVERY,DIGI,33.25,0.0,46.6,4.74,12.06,6.08,10.19,13.97,0.0,1.25,15.35,5.55,202.54,1.3,9.89,6,15,15,11,8,13,14,1,0,1,1,0,0,0,1,3,4,0,0,1,5,16,22,8,6,4,4,1,1,3,362.77,82,Gen_Z,0.03850924828403672,20,62,3,8,52,19,0.9777777777777777,0.9111111111111111,4.424024390243902,1,0.8902439024390244,2,31.32,34.5,202.54,268.36,62.83
4660,41,18,117,26,0,88,NOPROMO,CARD,104.95,14.44,0.0,21.7,0.0,0.0,0.0,7.71,28.13,109.05,0.0,0.0,243.18,0.0,59.2,11,13,14,17,11,12,12,0,0,0,0,0,0,0,0,1,4,21,9,4,1,1,6,9,24,10,0,0,0,0,588.3600000000001,90,Millennials,0.013104221904956146,23,67,0,26,30,34,0.9777777777777777,1.0,6.5373333333333346,0,0.28888888888888886,4,101.77,214.0,243.18,558.95,21.7
2360,23,40,269,81,0,88,NOPROMO,CARD,19.08,70.01,37.92,18.3,0.0,739.73,0.0,0.0,0.0,20.11,84.05,197.84,109.31,12.34,109.64,15,17,14,10,9,9,20,0,0,0,0,0,0,0,0,1,3,9,12,3,4,3,8,14,7,15,9,2,2,2,1418.33,94,Gen_Z,0.0,35,59,0,13,44,37,0.9777777777777777,1.0444444444444445,15.088617021276596,0,0.8617021276595744,2,1003.43,39.19,109.31,1151.9299999999998,68.56
8670,31,24,46,14,0,88,FREEBIE,CARD,97.86,159.34,5.98,0.0,0.0,37.25,0.0,0.0,0.0,0.0,53.92,0.0,0.0,111.48,0.0,9,1,7,9,1,0,5,4,0,2,2,2,1,2,1,2,2,2,3,2,1,0,1,0,0,0,0,0,1,2,465.83000000000004,32,Millennials,0.0,14,18,10,10,7,3,0.9777777777777777,0.35555555555555557,14.557187500000001,1,0.4375,8,250.51,97.86,0.0,348.37,117.46000000000001
8670,19,11,29,6,0,88,NOPROMO,CARD,23.72,54.93,83.87,0.0,0.0,0.0,91.45,0.0,0.0,0.0,0.0,0.0,0.0,42.53,0.0,3,0,2,4,4,2,4,0,0,0,0,0,2,3,1,3,6,0,1,2,1,0,0,0,0,0,0,0,0,0,296.5,19,Gen_Z,0.0,7,12,0,15,4,0,0.9777777777777777,0.2111111111111111,15.605263157894736,0,0.3157894736842105,8,54.93,23.72,0.0,78.65,217.85
2360,35,13,44,28,0,88,DELIVERY,CASH,4.62,16.79,125.51,0.0,0.0,0.0,3.91,0.0,0.0,0.0,20.26,6.18,0.0,0.0,0.0,1,7,5,4,4,3,4,0,0,0,0,0,0,0,0,0,0,6,2,0,7,2,1,0,2,3,4,1,0,0,177.27,28,Millennials,0.0,5,23,0,6,12,10,0.9777777777777777,0.3111111111111111,6.331071428571429,1,1.0,2,37.05,4.62,0.0,41.669999999999995,129.42000000000002
4660,46,6,33,20,0,88,NOPROMO,DIGI,42.14,2.22,0.0,122.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.51,2,2,3,3,3,3,10,0,0,0,0,1,0,0,4,2,3,4,2,2,1,1,1,2,3,0,0,0,0,0,188.04,26,Gen_X,0.0,12,14,1,13,9,3,0.9777777777777777,0.28888888888888886,7.232307692307692,0,0.7692307692307693,4,23.73,42.14,0.0,65.87,122.17
4660,22,8,36,7,0,89,NOPROMO,CARD,2.29,0.0,0.0,65.65,0.0,0.0,0.0,0.0,0.0,71.6,78.83,0.0,0.0,0.0,0.0,2,2,2,1,7,5,7,0,1,0,0,0,0,0,0,1,4,2,0,1,0,0,2,5,4,6,0,0,0,0,218.37,26,Gen_Z,0.0,9,17,1,7,8,10,0.9888888888888889,0.28888888888888886,8.398846153846154,0,0.2692307692307692,4,78.83,73.89,0.0,152.72,65.65
4140,31,3,38,0,0,89,NOPROMO,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.65,0.0,0.0,0.0,0.0,0.0,2,2,4,8,4,6,6,0,0,0,0,0,0,0,1,1,2,4,0,3,2,3,6,4,3,2,1,0,0,0,177.65,32,Millennials,0.0,8,24,0,8,18,6,0.9888888888888889,0.35555555555555557,5.5515625,0,0.0,4,0.0,177.65,0.0,177.65,0.0
8670,21,23,45,30,0,89,NOPROMO,CASH,35.99,118.73,48.01,0.0,0.0,0.0,66.66,0.0,0.0,0.0,0.0,0.0,0.0,31.7,0.0,5,3,6,10,4,8,7,1,0,2,1,3,8,7,4,6,1,2,0,1,2,0,1,1,0,0,0,0,1,0,301.09,43,Gen_Z,0.0,12,31,7,28,5,1,0.9888888888888889,0.4777777777777778,7.002093023255814,0,0.6976744186046512,8,118.73,35.99,0.0,154.72,146.36999999999998
8670,38,9,57,31,0,89,NOPROMO,CARD,17.61,537.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.69,0.0,0.0,0.0,0.0,3,4,4,7,7,5,7,0,0,7,14,4,0,0,0,0,1,4,4,2,0,1,0,0,0,0,0,0,0,0,621.79,37,Millennials,0.0,10,27,25,5,7,0,0.9888888888888889,0.4111111111111111,16.805135135135135,0,0.8378378378378378,8,604.1800000000001,17.61,0.0,621.7900000000001,0.0
4660,23,18,55,18,0,89,DISCOUNT,DIGI,50.13,34.35,0.0,0.0,0.0,16.15,0.0,0.0,14.9,141.4,52.82,0.0,65.44,0.0,0.0,1,6,2,5,10,10,9,0,0,0,0,0,0,0,0,0,0,1,1,1,13,23,4,0,0,0,0,0,0,0,375.19,43,Gen_Z,0.0,10,33,0,1,42,0,0.9888888888888889,0.4777777777777778,8.725348837209303,1,0.4186046511627907,4,118.22,191.53,65.44,375.19,0.0
4660,26,18,49,19,0,89,NOPROMO,CARD,11.77,91.79,0.0,19.27,0.0,0.0,0.0,8.68,0.0,28.47,42.41,0.0,53.3,0.0,48.22,5,4,5,4,5,4,9,0,0,0,0,0,0,0,0,1,2,5,4,4,0,1,3,3,8,1,4,0,0,0,303.90999999999997,36,Millennials,0.02856108716396302,14,22,0,8,15,13,0.9888888888888889,0.4,8.441944444444443,0,0.5277777777777778,4,182.42,40.239999999999995,53.3,275.96,19.27
2360,25,14,81,33,0,89,NOPROMO,CARD,27.88,1.96,30.22,0.0,0.0,12.47,0.0,0.0,0.0,8.63,0.0,275.11,32.05,0.0,0.0,10,8,3,3,5,4,4,0,0,0,0,0,0,0,0,1,2,13,1,5,1,0,0,0,0,2,3,6,3,0,388.32,37,Gen_Z,0.0,14,23,0,16,7,14,0.9888888888888889,0.4111111111111111,10.495135135135135,0,0.8918918918918919,2,14.43,36.51,32.05,82.99,30.22
4660,22,4,31,25,0,89,DISCOUNT,CARD,152.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,0.0,26.9,4,4,5,4,5,5,4,0,0,0,0,0,0,0,0,4,0,2,0,1,6,9,6,1,1,1,0,0,0,0,186.04999999999998,31,Gen_Z,0.0,8,23,0,6,23,2,0.9888888888888889,0.34444444444444444,6.001612903225806,1,0.8064516129032258,4,26.9,152.67,6.48,186.04999999999998,0.0
4660,24,13,27,5,0,89,NOPROMO,CARD,31.62,11.73,0.0,78.24,0.0,0.0,0.0,0.0,0.0,10.76,13.81,0.0,39.28,0.0,0.0,1,2,2,5,4,3,4,0,0,0,0,1,2,5,1,3,4,1,0,0,0,3,1,0,0,0,0,0,0,0,185.44,21,Gen_Z,0.0,5,16,1,16,4,0,0.9888888888888889,0.23333333333333334,8.83047619047619,0,0.23809523809523808,4,25.54,42.38,39.28,107.2,78.24
4660,29,12,30,4,0,89,NOPROMO,DIGI,9.05,5.08,0.0,43.33,0.0,0.0,0.0,0.0,15.17,0.0,16.1,0.0,87.34,0.0,0.0,4,5,8,2,3,3,2,0,0,0,0,0,0,0,1,9,9,1,2,0,0,0,0,1,2,2,0,0,0,0,176.07,27,Millennials,0.0,6,21,0,20,3,4,0.9888888888888889,0.3,6.521111111111111,0,0.14814814814814814,4,36.35,9.05,87.34,132.74,43.33
4660,30,14,64,35,0,89,FREEBIE,DIGI,27.69,5.07,0.0,79.19,0.0,0.0,0.0,0.0,0.0,30.36,0.0,0.0,148.2,4.18,99.15,5,9,10,13,9,8,7,0,0,0,0,0,2,2,2,1,2,4,5,8,3,7,10,6,5,2,2,0,0,0,393.84000000000003,61,Millennials,0.0,12,49,0,13,39,9,0.9888888888888889,0.6777777777777778,6.456393442622951,1,0.5737704918032787,4,104.22,58.05,148.2,310.46999999999997,83.37
4660,22,26,64,20,0,89,NOPROMO,CARD,115.89,62.39,0.0,82.74,0.0,0.0,0.0,15.46,0.0,8.62,0.0,0.0,101.94,0.0,9.43,2,2,7,9,10,9,8,0,0,0,0,0,1,3,2,3,4,6,2,5,8,4,4,3,0,1,0,0,1,0,396.46999999999997,47,Gen_Z,0.038994123136681214,10,37,0,19,26,2,0.9888888888888889,0.5222222222222223,8.435531914893616,0,0.425531914893617,4,71.82,124.51,101.94,298.27,82.74
2360,23,20,57,40,0,89,FREEBIE,CARD,0.0,12.83,2.61,0.0,26.32,29.63,2.56,0.0,4.02,62.5,0.0,21.95,17.68,0.0,0.0,4,8,4,7,9,8,7,0,0,0,0,0,0,0,0,0,6,9,10,7,1,0,2,6,2,2,2,0,0,0,180.1,47,Gen_Z,0.0,11,36,0,15,26,6,0.9888888888888889,0.5222222222222223,3.831914893617021,1,0.851063829787234,2,46.480000000000004,62.5,17.68,126.66,5.17
4660,33,7,28,14,0,89,NOPROMO,CARD,10.44,50.8,0.0,0.0,0.0,0.0,0.0,0.0,18.84,28.27,0.0,0.0,129.08,0.0,0.0,1,4,3,2,5,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,8,1,1,0,0,0,0,0,237.43,21,Millennials,0.0,5,16,0,2,18,1,0.9888888888888889,0.23333333333333334,11.306190476190476,0,0.6666666666666666,4,69.64,38.71,129.08,237.43,0.0
2360,20,30,64,46,0,89,DELIVERY,DIGI,5.16,3.5,0.0,0.0,5.31,0.0,3.59,5.99,98.49,38.08,1.85,0.0,11.76,3.33,3.61,9,5,10,7,9,7,7,0,0,0,0,0,0,0,0,0,1,4,16,5,1,0,0,2,12,10,3,0,0,0,180.67000000000002,54,Gen_Z,0.0331543698455748,16,38,0,5,24,25,0.9888888888888889,0.6,3.345740740740741,1,0.8518518518518519,2,107.44999999999999,43.239999999999995,11.76,162.45,6.92
2360,21,14,91,67,0,89,NOPROMO,CARD,4.01,0.0,118.11,14.53,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,12.74,96.8,7.8,11,16,0,4,14,12,13,0,0,0,0,0,0,0,29,4,1,16,5,2,0,0,1,4,6,1,1,0,0,0,262.31,70,Gen_Z,0.0,24,46,0,50,12,8,0.9888888888888889,0.7777777777777778,3.7472857142857143,0,0.9571428571428572,2,16.12,4.01,12.74,32.870000000000005,229.44
2360,22,19,57,40,0,89,NOPROMO,CARD,0.0,0.0,29.14,0.0,0.0,130.79,0.0,13.11,0.0,0.0,0.0,23.06,6.81,0.0,0.0,9,8,9,5,4,4,4,0,0,0,0,0,0,0,5,5,0,13,5,1,0,0,1,2,9,1,1,0,0,0,202.91000000000003,43,Gen_Z,0.06460992558277068,13,30,0,23,9,11,0.9888888888888889,0.4777777777777778,4.718837209302326,0,0.9302325581395349,2,130.79,0.0,6.81,137.6,29.14
4660,30,5,43,11,0,89,DISCOUNT,CARD,94.48,18.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,42.94,0.0,113.09,4,9,5,2,5,4,3,0,0,0,0,0,0,0,0,3,5,7,9,3,0,0,1,4,0,0,0,0,0,0,274.89,32,Millennials,0.0,7,25,0,15,17,0,0.9888888888888889,0.35555555555555557,8.5903125,1,0.34375,4,131.97,99.98,42.94,274.89,0.0
2360,30,21,45,33,0,89,NOPROMO,CARD,12.75,0.0,13.38,0.0,4.86,33.1,0.0,9.45,3.83,0.0,0.0,8.94,48.11,0.0,11.45,4,3,5,3,5,6,9,0,0,0,0,0,0,1,3,1,2,2,2,0,1,0,2,4,5,3,5,3,1,0,145.87,35,Millennials,0.06478371152395969,13,22,0,9,9,17,0.9888888888888889,0.3888888888888889,4.167714285714286,0,0.9428571428571428,2,48.379999999999995,12.75,48.11,109.24,13.38
4660,26,10,42,7,0,89,DELIVERY,CARD,0.0,0.0,0.0,28.12,0.0,0.0,0.0,14.55,18.99,149.1,0.0,0.0,108.13,0.0,0.0,2,2,0,3,5,6,13,0,0,0,0,0,0,2,3,1,2,0,0,2,1,3,11,5,0,1,0,0,0,0,318.89,31,Millennials,0.04562701872118913,15,16,0,8,22,1,0.9888888888888889,0.34444444444444444,10.286774193548387,1,0.22580645161290322,4,18.99,149.1,108.13,276.22,28.12
8670,23,19,56,13,0,89,DISCOUNT,CARD,0.0,380.4,23.65,0.0,0.0,5.8,19.61,0.0,0.0,0.0,12.38,0.0,0.0,164.11,0.0,7,5,3,3,6,4,8,1,0,2,2,0,0,0,3,4,2,7,4,1,2,0,0,0,0,0,0,0,5,1,605.95,36,Gen_Z,0.0,15,21,5,16,7,6,0.9888888888888889,0.4,16.831944444444446,1,0.3611111111111111,8,398.58,0.0,0.0,398.58,207.37
2360,28,15,69,44,0,89,NOPROMO,CARD,0.0,14.17,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,70.45,69.97,15.19,0.0,3.2,6,9,8,8,12,7,10,0,0,0,0,0,0,5,21,9,0,4,1,0,1,1,0,3,12,3,0,0,0,0,177.73999999999998,60,Millennials,0.0,16,44,0,39,6,15,0.9888888888888889,0.6666666666666666,2.962333333333333,0,0.7333333333333333,2,92.58000000000001,0.0,15.19,107.77000000000001,0.0
4660,27,10,40,5,0,89,NOPROMO,CARD,49.5,169.16,0.0,0.0,0.0,0.0,0.0,0.0,34.22,12.48,15.51,0.0,0.0,0.0,0.0,1,3,1,2,7,6,7,0,0,0,0,0,0,0,0,1,3,2,0,2,3,7,7,1,1,0,0,0,0,0,280.87,27,Millennials,0.0,8,19,0,6,20,1,0.9888888888888889,0.3,10.402592592592592,0,0.18518518518518517,4,218.89,61.980000000000004,0.0,280.87,0.0
2360,26,17,67,61,0,89,NOPROMO,CARD,77.48,15.53,41.77,0.0,0.0,0.0,13.82,4.76,0.0,0.0,7.54,0.0,7.08,0.0,15.39,10,6,8,7,13,11,6,0,0,0,0,0,0,0,5,15,13,4,3,3,2,4,1,1,2,1,4,2,1,0,183.37,61,Millennials,0.02595844467470142,16,45,0,37,14,10,0.9888888888888889,0.6777777777777778,3.006065573770492,0,1.0,2,38.46,77.48,7.08,123.02,55.59
